id,code,name,category_code,price,image,tax,cost,tax_method,quantity,barcode_symbology,type,details,alert_quantity
240,899202000000,M610,0,25,,0,0,1,0,ean13,standard,2 VESTIDO RENDA 8,20
241,899202000000,M611,0,30,,0,0,1,0,ean13,standard,2 VESTIDO RENDA 8,20
242,899202000000,M613,0,25,,0,0,1,0,ean13,standard,2 VESTIDO RENDA 8,20
243,899202000000,M617,0,25,,0,0,1,0,ean13,standard,2 VESTIDO RENDA 8,20
244,899202000000,M620,0,30,,0,0,1,5,ean13,standard,2 VESTIDO GUIPIR 8,20
245,899202000000,M621,0,30,,0,0,1,0,ean13,standard,2 VESTIDO GUIPIR 8,20
246,899202000000,M625,0,30,,0,0,1,1,ean13,standard,2 VESTIDO GUIPIR 8,20
247,305046000000,MD04,0,40,,0,0,1,0,ean13,standard,2 BLUSA LISA 8,20
248,305046000000,MD05,0,40,,0,0,1,1,ean13,standard,2 BLUSAN LISA  8,20
249,255096000000,MD100,0,50,,0,0,1,125,ean13,standard,1 BLUSA 8,20
250,240096000000,MD101,0,45,,0,0,1,64,ean13,standard,1 BLUSA 8,20
251,260096000000,MD102,0,50,,0,0,1,76,ean13,standard,1 BLUSA 8,20
252,200106000000,MD104,0,45,,0,0,1,52,ean13,standard,1 BLUSA 7,20
253,295106000000,MD105,0,55,,0,0,1,15,ean13,standard,1 BLUSA LISA 8,20
254,290106000000,MD106,0,50,,0,0,1,0,ean13,standard,1 BLUSA 8,20
255,290106000000,MD107,0,50,,0,0,1,109,ean13,standard,1 BLUSA 8,20
256,275106000000,MD108,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 8,20
257,300106000000,MD109,0,55,,0,0,1,0,ean13,standard,1 BLUSA 8,20
258,260106000000,MD110,0,50,,0,0,1,24,ean13,standard,1 BLUSA LISA 8,20
259,300106000000,MD111,0,55,,0,0,1,21,ean13,standard,1 BLUSA LISA 8,20
260,285106000000,MD112,0,50,,0,0,1,62,ean13,standard,1 BLUSA LISA 8,20
261,280106000000,MD113,0,50,,0,0,1,29,ean13,standard,1 BLUSA LISA 8,20
262,290106000000,MD114,0,50,,0,0,1,49,ean13,standard,1 BLUSA 8,20
